
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. Butterfly_HW_DSP, 70, 196, 79, 0, 2, 0, 0, 2, 81
.	. Twiddle_table, 0, 196, 20, 0, 0, 0, 0, 0, 0
