
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. COREABC_C0, 5, 4, 0, 0, 0, 0, 0, 1, 36
.	. COREABC_C0_COREABC_C0_0_COREABC, 5, 4, 0, 0, 0, 0, 0, 0, 0
