
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. I2C_Core_APB3, 123, 195, 25, 0, 0, 0, 0, 2, 38
.	. I2C_Core, 71, 193, 25, 0, 0, 0, 0, 0, 0
