
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. I2C_Core2_APB3, 427, 767, 415, 0, 0, 0, 0, 2, 38
.	. I2C_Core2, 58, 766, 415, 0, 0, 0, 0, 0, 0
