
. Module name, SLE, CFG, ARI1, BUFFER, MACC, RAM1K18, RAM64X18, GLOBAL, IO
. I2C_Core_Block_sd, 133, 207, 95, 0, 0, 0, 1, 2, 39
.	. I2C_Core_APB3, 133, 207, 95, 0, 0, 0, 1, 0, 0
.	.	. I2C_Instruction_RAM, 87, 155, 79, 0, 0, 0, 1, 0, 0
.	.	.	. I2C_Core, 70, 84, 72, 0, 0, 0, 0, 0, 0
